CREDIT_CARD_EXCEED_MONTHS,EMPLOYMENT_TYPE,LOAN_AMOUNT,LOAN_TENURE_YEAR,MORE_THAN_ONE_PRODUCTS,CREDIT_CARD_TYPES,NUMBER_OF_DEPENDENTS,YEARS_TO_FINANCIAL_FREEDOM,NUMBER_OF_CREDIT_CARD_FACILITY,NUMBER_OF_PROPERTIES,NUMBER_OF_BANK_PRODUCTS,NUMBER_OF_LOAN_TO_APPROVE,PROPERTY_TYPE,YEARS_FOR_PROPERTY_TO_COMPLETION,STATE,NUMBER_OF_SIDE_INCOME,MONTHLY_SALARY,TOTAL_SUM_OF_LOAN,TOTAL_INCOME_FOR_JOIN_APPLICATION,DECISION,SCORE
5,Employee,699187,19,Yes,Gold,2,13,4,2,1,2,Terrace,13,Kuala Lumpur,1,3964,1189144,12287,Reject,6
5,Employee,627120,19,No,Normal,2,9,4,2,1,3,Terrace,13,Kuala Lumpur,1,8474,624171,12726,Accept,8
5,Employee,554020,11,Yes,Gold,2,13,4,2,1,3,Terrace,13,Kuala Lumpur,3,7746,868597,10359,Reject,7
5,Employee,318182,24,No,Normal,2,13,4,2,1,3,Terrace,13,Kuala Lumpur,1,11302,657585,15259,Accept,9
5,Employee,184449,16,Yes,Normal,2,13,4,2,2,2,Terrace,13,Kuala Lumpur,1,9683,493209,18360,Accept,8
5,Employee,223214,10,No,Normal,2,13,3,2,2,1,Not Specified,13,Kuala Lumpur,1,5528,1178257,13777,Reject,6
5,Employee,711475,20,Yes,Normal,2,13,4,2,1,1,Terrace,13,Kuala Lumpur,1,12158,673054,12287,Accept,6
5,Employee,333325,23,No,Not Specified,2,10,4,2,1,3,Terrace,13,Kuala Lumpur,2,7090,1019833,13765,Reject,6
5,Employee,576714,20,Yes,Normal,2,13,4,2,1,3,Terrace,13,Kuala Lumpur,1,8419,707068,14419,Accept,7
5,Employee,402613,21,No,Normal,2,13,4,2,1,2,Terrace,13,Kuala Lumpur,1,5963,1059808,14781,Reject,8
5,Employee,370148,14,Yes,Normal,2,15,3,2,1,3,Not Specified,13,Kuala Lumpur,2,6043,958235,13252,Accept,7
5,Employee,148043,21,No,Platinum,2,13,4,3,1,3,Terrace,13,Kuala Lumpur,3,10301,842251,15638,Accept,9
5,Employee,573637,13,Yes,Gold,2,16,4,2,1,1,Terrace,13,Kuala Lumpur,2,7472,715671,15256,Accept,9
5,Employee,105495,24,No,Normal,2,13,3,2,3,1,Terrace,13,Kuala Lumpur,3,6186,720322,13611,Accept,9
5,Employee,534412,22,Yes,Not Specified,2,13,4,2,1,1,Terrace,10,Kuala Lumpur,3,4994,1207904,14024,Accept,9
5,Employee,498866,13,No,Platinum,2,15,3,2,1,1,Terrace,13,Kuala Lumpur,1,6169,818353,9880,Accept,9
5,Employee,162777,15,Yes,Gold,2,13,4,2,1,2,Terrace,13,Kuala Lumpur,2,3620,1330118,12227,Accept,6
5,Employee,289474,24,No,Platinum,2,12,4,2,1,1,Terrace,13,Kuala Lumpur,2,8051,652170,18760,Accept,6
5,Employee,124088,10,Yes,Normal,2,13,4,2,2,1,Terrace,10,Kuala Lumpur,2,5832,946190,17974,Reject,9
5,Employee,385369,20,No,Normal,2,10,4,2,1,1,Terrace,10,Kuala Lumpur,3,11880,959761,14620,Accept,9
5,Employee,308581,16,Yes,Gold,2,10,4,2,1,3,Terrace,13,Kuala Lumpur,3,5501,1373867,8546,Accept,7
5,Employee,456418,13,No,Normal,2,13,4,2,1,3,Terrace,10,Kuala Lumpur,3,8587,473084,10017,Accept,9
5,Employee,270236,19,Yes,Normal,2,12,4,2,1,2,Terrace,13,Kuala Lumpur,1,9586,973850,18418,Accept,7
5,Employee,176877,18,No,Normal,2,15,4,2,2,2,Terrace,13,Kuala Lumpur,1,10737,542700,9971,Accept,9
5,Employee,597267,19,Yes,Gold,2,13,4,2,1,3,Terrace,10,Kuala Lumpur,3,6419,732586,11052,Accept,6
5,Employee,561659,19,No,Not Specified,2,13,4,2,1,1,Terrace,10,Kuala Lumpur,1,7649,935870,12287,Accept,9
5,Employee,743280,24,Yes,Gold,2,13,4,2,3,1,Terrace,13,Kuala Lumpur,2,4927,743504,13611,Accept,6
5,Employee,270236,12,No,Normal,2,11,4,2,1,3,Terrace,13,Kuala Lumpur,1,4865,437499,13308,Accept,8
5,Employee,342808,15,Yes,Normal,2,15,3,2,1,3,Terrace,13,Kuala Lumpur,2,8142,486149,10039,Accept,7
5,Employee,572922,14,No,Platinum,2,13,4,2,1,2,Terrace,13,Kuala Lumpur,1,4491,1053729,14688,Accept,6
5,Employee,383883,11,Yes,Normal,2,13,4,2,1,3,Terrace,13,Kuala Lumpur,1,4583,645558,19886,Accept,7
5,Employee,581740,15,No,Gold,2,9,4,2,1,2,Terrace,13,Kuala Lumpur,2,7736,749821,13118,Accept,7
5,Employee,285525,20,Yes,Normal,2,13,4,2,1,1,Terrace,13,Kuala Lumpur,1,6892,697844,13042,Accept,8
5,Employee,612540,14,No,Gold,2,13,4,2,1,3,Terrace,13,Kuala Lumpur,1,10899,1304858,11590,Reject,9
5,Employee,723610,14,Yes,Normal,2,15,4,2,1,1,Terrace,13,Kuala Lumpur,3,9361,696672,16189,Accept,7
5,Employee,527882,13,No,Gold,2,15,3,2,1,1,Terrace,13,Kuala Lumpur,2,5541,876705,13252,Accept,6
5,Employee,510102,20,Yes,Normal,2,13,4,2,2,3,Terrace,13,Kuala Lumpur,1,9795,1019580,18240,Accept,7
5,Employee,158265,22,No,Normal,2,13,4,2,2,2,Terrace,13,Kuala Lumpur,2,10996,1013759,19701,Accept,7
5,Employee,561593,12,Yes,Normal,2,13,4,2,1,1,Terrace,13,Kuala Lumpur,1,10686,907915,12982,Accept,6
5,Employee,368837,19,No,Normal,2,13,4,2,1,1,Terrace,13,Kuala Lumpur,2,9393,956570,16171,Reject,7
5,Employee,439329,24,Yes,Normal,2,13,4,2,1,2,Terrace,13,Kuala Lumpur,3,7570,676516,14024,Accept,8
5,Employee,250497,17,No,Gold,2,12,4,2,1,1,Terrace,10,Kuala Lumpur,2,9328,909016,19025,Accept,8
5,Employee,406702,23,Yes,Normal,2,13,4,2,2,1,Terrace,13,Kuala Lumpur,1,11580,1379602,16078,Accept,8
5,Employee,340633,22,No,Normal,2,13,4,2,2,3,Terrace,10,Kuala Lumpur,1,8622,1165396,13345,Accept,6
5,Employee,501520,13,Yes,Normal,2,13,4,2,1,2,Terrace,10,Kuala Lumpur,3,9419,954974,15074,Accept,9
5,Employee,537152,20,No,Normal,2,13,4,2,1,1,Not Specified,13,Kuala Lumpur,3,8911,688845,8590,Accept,6
5,Employee,761984,12,Yes,Gold,2,14,4,3,1,3,Terrace,13,Kuala Lumpur,2,6131,1042473,11642,Accept,8
5,Employee,377370,20,No,Normal,2,13,4,2,1,1,Terrace,13,Kuala Lumpur,1,4381,977737,11407,Accept,6
5,Employee,568148,18,Yes,Normal,2,13,4,2,2,2,Terrace,13,Kuala Lumpur,3,9696,651871,13017,Accept,7
5,Employee,671476,20,No,Normal,2,15,4,2,2,1,Terrace,13,Kuala Lumpur,3,8131,985982,18577,Accept,7
5,Employee,607714,20,Yes,Normal,2,15,4,2,1,1,Not Specified,13,Kuala Lumpur,1,6893,1019963,15043,Accept,9
5,Employee,590304,21,No,Gold,2,13,4,2,1,3,Not Specified,13,Kuala Lumpur,1,11364,1037195,14781,Reject,7
5,Employee,184318,20,Yes,Normal,2,13,4,2,1,2,Terrace,13,Kuala Lumpur,3,7496,532259,12493,Accept,6
5,Employee,553864,15,No,Normal,2,13,4,2,1,3,Terrace,10,Kuala Lumpur,1,11651,804030,14109,Accept,7
5,Employee,776631,22,Yes,Gold,2,10,4,2,1,2,Terrace,13,Kuala Lumpur,2,7996,1016593,13603,Reject,6
5,Employee,662973,24,No,Normal,2,13,4,2,1,3,Terrace,13,Kuala Lumpur,1,7639,656605,16238,Accept,7
5,Employee,506920,18,Yes,Normal,2,13,4,2,1,2,Terrace,13,Kuala Lumpur,1,9234,1254673,13938,Accept,6
5,Employee,566603,16,No,Not Specified,2,13,4,2,1,2,Terrace,13,Kuala Lumpur,1,7244,1270923,13597,Accept,7
5,Employee,474939,22,Yes,Normal,2,14,4,2,1,3,Terrace,13,Kuala Lumpur,2,5544,749954,12942,Reject,9
5,Employee,339545,23,No,Normal,2,13,4,2,1,2,Terrace,13,Kuala Lumpur,2,4435,992084,15082,Accept,9
5,Employee,304798,17,Yes,Normal,2,13,4,2,1,1,Terrace,13,Kuala Lumpur,3,10998,1236492,16618,Accept,8
5,Employee,506920,18,No,Normal,2,13,4,2,1,3,Terrace,10,Kuala Lumpur,1,9234,733472,13938,Reject,9
5,Employee,190988,21,Yes,Gold,2,13,3,2,1,3,Terrace,13,Kuala Lumpur,1,7009,1108272,7927,Accept,9
5,Employee,388675,22,No,Normal,2,13,4,2,1,2,Terrace,13,Kuala Lumpur,1,10366,1009875,8631,Accept,7
5,Employee,276452,20,Yes,Normal,2,13,4,2,1,3,Terrace,10,Kuala Lumpur,1,11978,1093261,10243,Accept,8
5,Employee,348864,24,No,Normal,2,13,4,2,1,1,Terrace,13,Kuala Lumpur,2,6975,1188902,11005,Accept,8
5,Employee,248606,17,Yes,Normal,2,15,4,2,2,2,Terrace,13,Kuala Lumpur,1,8866,992820,11253,Reject,8
5,Employee,540450,15,No,Normal,2,13,4,2,1,2,Terrace,13,Kuala Lumpur,2,12142,1044723,16795,Reject,8
7,Self-Employed,676880,10,Yes,Gold,2,14,4,2,1,1,Terrace,10,Kuala Lumpur,2,12195,1102472,13109,Reject,8
7,Self-Employed,249801,16,No,Normal,2,14,4,2,1,3,Terrace,10,Kuala Lumpur,2,10789,492454,12006,Accept,8
7,Self-Employed,488431,16,Yes,Normal,2,14,4,2,1,2,Terrace,10,Kuala Lumpur,1,5862,491852,12023,Accept,8
7,Self-Employed,535819,16,No,Normal,2,14,4,2,1,3,Terrace,10,Kuala Lumpur,2,5489,835806,12902,Accept,9
7,Self-Employed,136284,22,Yes,Normal,2,15,4,2,1,2,Terrace,10,Kuala Lumpur,1,10926,717630,10266,Accept,6
7,Self-Employed,740297,22,No,Gold,2,14,4,2,1,3,Terrace,10,Kuala Lumpur,1,10508,614165,17288,Accept,8
7,Self-Employed,343889,12,Yes,Gold,2,14,4,2,2,2,Terrace,10,Kuala Lumpur,1,5261,1422178,11401,Accept,7
7,Self-Employed,647454,15,No,Gold,2,14,4,2,1,1,Terrace,10,Kuala Lumpur,2,6104,1273727,8383,Accept,6
7,Self-Employed,776593,19,Yes,Normal,2,14,5,2,1,2,Terrace,10,Kuala Lumpur,2,9207,823319,8364,Reject,9
7,Self-Employed,637937,21,No,Gold,2,14,4,2,1,2,Terrace,10,Kuala Lumpur,3,7809,1109275,8925,Reject,8
7,Self-Employed,435686,11,Yes,Normal,2,14,4,2,1,1,Terrace,10,Kuala Lumpur,1,9363,1404742,15432,Accept,7
7,Self-Employed,188659,22,No,Gold,2,14,4,2,1,3,Terrace,10,Kuala Lumpur,2,9831,729248,13250,Accept,8
7,Self-Employed,350128,19,Yes,Platinum,2,14,4,2,1,1,Terrace,10,Kuala Lumpur,1,8568,466867,13198,Accept,7
7,Self-Employed,393057,14,No,Not Specified,2,15,4,2,1,2,Not Specified,10,Kuala Lumpur,2,8716,1344671,9476,Accept,7
7,Self-Employed,283083,24,Yes,Normal,2,16,4,2,1,2,Terrace,10,Kuala Lumpur,1,6744,1133280,15154,Accept,7
7,Self-Employed,681210,20,No,Normal,2,14,4,2,1,2,Terrace,10,Kuala Lumpur,1,9275,456726,13092,Reject,7
7,Self-Employed,446992,21,Yes,Normal,2,14,4,2,1,1,Terrace,10,Kuala Lumpur,2,11225,956323,14781,Reject,9
7,Self-Employed,453342,10,No,Platinum,2,14,4,2,3,1,Terrace,10,Kuala Lumpur,1,6467,984608,13756,Accept,7
7,Self-Employed,431593,12,Yes,Normal,2,14,4,2,2,1,Terrace,10,Kuala Lumpur,3,9395,658510,18765,Accept,6
7,Self-Employed,444890,19,No,Not Specified,2,14,4,2,1,2,Terrace,10,Kuala Lumpur,1,6556,1274066,17289,Reject,8
7,Self-Employed,428137,20,Yes,Gold,2,14,4,2,1,1,Terrace,10,Kuala Lumpur,1,7599,856854,19563,Accept,9
7,Self-Employed,436683,16,No,Gold,2,14,4,2,1,1,Terrace,10,Kuala Lumpur,2,8579,1007209,16709,Accept,6
7,Self-Employed,465472,18,Yes,Normal,2,14,4,2,1,1,Terrace,10,Kuala Lumpur,1,6224,1239453,12023,Accept,8
7,Self-Employed,702083,12,No,Gold,2,14,4,2,1,2,Terrace,10,Kuala Lumpur,3,11227,525219,13756,Accept,6
7,Self-Employed,141278,21,Yes,Gold,2,15,4,2,2,1,Terrace,10,Kuala Lumpur,3,8712,622613,12548,Accept,6
7,Self-Employed,246977,19,No,Not Specified,2,14,4,2,2,1,Terrace,10,Kuala Lumpur,1,4458,1126614,12035,Reject,7
7,Self-Employed,190894,17,Yes,Gold,2,14,5,2,1,1,Terrace,10,Kuala Lumpur,3,8911,822300,12418,Reject,7
7,Self-Employed,572995,22,No,Normal,2,13,4,2,1,1,Terrace,10,Kuala Lumpur,2,8300,1041481,11510,Accept,8
7,Self-Employed,307655,16,Yes,Gold,2,12,4,2,1,3,Terrace,10,Kuala Lumpur,3,10321,1258211,9104,Accept,7
7,Self-Employed,386450,11,No,Gold,2,14,4,2,1,2,Terrace,10,Kuala Lumpur,3,6033,806439,12146,Accept,6
7,Self-Employed,382097,24,Yes,Normal,2,14,3,2,1,3,Terrace,10,Kuala Lumpur,1,5014,701779,7825,Accept,6
7,Self-Employed,565390,13,No,Gold,2,14,4,2,1,3,Terrace,10,Kuala Lumpur,3,8045,974566,15884,Reject,6
7,Self-Employed,417954,12,Yes,Gold,2,16,3,2,1,3,Terrace,10,Kuala Lumpur,3,7803,836866,10288,Accept,8
7,Self-Employed,445204,20,No,Normal,2,14,4,2,1,1,Terrace,10,Kuala Lumpur,1,3822,430476,18351,Accept,6
7,Self-Employed,458001,14,Yes,Platinum,2,10,4,2,1,1,Terrace,10,Kuala Lumpur,3,11038,522347,8499,Reject,8
7,Self-Employed,737564,23,No,Normal,2,14,4,2,1,3,Terrace,10,Kuala Lumpur,2,11019,909679,17886,Reject,9
7,Self-Employed,540710,20,Yes,Normal,2,14,4,2,1,3,Terrace,10,Kuala Lumpur,2,11080,748236,11183,Accept,6
7,Self-Employed,266431,15,No,Platinum,2,14,4,2,1,3,Terrace,10,Kuala Lumpur,1,7060,1361408,15339,Accept,6
7,Self-Employed,407930,11,Yes,Normal,2,14,4,2,1,3,Terrace,10,Kuala Lumpur,3,9598,640868,15921,Reject,8
7,Self-Employed,488293,11,No,Gold,2,14,4,2,1,2,Terrace,10,Kuala Lumpur,2,11278,507909,18041,Reject,6
7,Self-Employed,232424,12,Yes,Not Specified,2,15,4,2,1,1,Not Specified,10,Kuala Lumpur,1,9068,1090857,13508,Accept,8
7,Self-Employed,504182,14,No,Normal,2,14,4,2,1,1,Terrace,10,Kuala Lumpur,1,6802,513927,13252,Accept,8
7,Self-Employed,240139,10,Yes,Normal,2,14,4,2,1,3,Terrace,10,Kuala Lumpur,3,4686,867724,11499,Accept,7
7,Self-Employed,392488,22,No,Gold,2,14,4,2,1,2,Terrace,10,Kuala Lumpur,1,7348,715340,12296,Reject,6
7,Self-Employed,191713,15,Yes,Normal,2,14,4,2,1,3,Terrace,10,Kuala Lumpur,2,8446,1151840,14501,Reject,6
7,Self-Employed,367344,23,No,Normal,2,14,4,2,1,1,Terrace,10,Kuala Lumpur,1,4335,1371082,19669,Accept,9
7,Self-Employed,773155,21,Yes,Gold,2,14,4,2,1,1,Terrace,10,Kuala Lumpur,3,7809,945583,13901,Accept,9
7,Self-Employed,363662,18,No,Platinum,2,14,4,2,1,1,Terrace,10,Kuala Lumpur,3,6889,1235850,12907,Accept,9
7,Self-Employed,676236,14,Yes,Normal,2,14,4,2,1,3,Terrace,10,Kuala Lumpur,1,7722,1126373,12227,Accept,7
7,Self-Employed,321397,20,No,Normal,2,14,4,2,1,1,Terrace,10,Kuala Lumpur,2,8474,1278823,12185,Accept,8
7,Self-Employed,766599,14,Yes,Normal,2,14,4,2,1,2,Not Specified,10,Kuala Lumpur,1,8356,1039929,12336,Reject,6
7,Self-Employed,427060,24,No,Platinum,2,16,4,2,1,2,Not Specified,10,Kuala Lumpur,3,11214,754079,12351,Accept,9
7,Self-Employed,730574,19,Yes,Platinum,2,14,4,2,1,1,Terrace,10,Kuala Lumpur,3,12099,796270,11056,Accept,6
7,Self-Employed,500313,12,No,Normal,2,14,4,2,1,1,Not Specified,10,Kuala Lumpur,2,4886,534389,13756,Accept,6
7,Self-Employed,568989,24,Yes,Normal,2,15,3,2,1,3,Terrace,10,Kuala Lumpur,1,8259,1043463,13200,Accept,6
7,Self-Employed,564042,12,No,Not Specified,2,13,4,2,1,2,Terrace,10,Kuala Lumpur,2,11816,1023301,12538,Accept,9
7,Self-Employed,409429,13,Yes,Normal,2,9,4,2,1,3,Not Specified,10,Kuala Lumpur,3,9960,664747,12009,Accept,9
7,Self-Employed,416738,24,No,Gold,2,14,4,2,2,3,Terrace,10,Kuala Lumpur,1,7676,1126957,19976,Accept,7
7,Self-Employed,533263,22,Yes,Normal,2,14,4,2,1,3,Terrace,10,Kuala Lumpur,1,9351,938432,13668,Accept,7
7,Self-Employed,352110,22,No,Normal,2,14,4,2,1,3,Terrace,10,Kuala Lumpur,1,8212,429849,12287,Reject,8
7,Self-Employed,394342,15,Yes,Normal,2,14,4,2,1,1,Terrace,10,Kuala Lumpur,1,10450,467581,12407,Reject,6
7,Self-Employed,664089,23,No,Not Specified,2,14,4,2,1,1,Terrace,10,Kuala Lumpur,1,5152,1007694,14051,Accept,8
7,Self-Employed,535010,24,Yes,Normal,2,14,4,2,1,2,Terrace,10,Kuala Lumpur,3,4314,1111603,13611,Reject,9
7,Self-Employed,457135,11,No,Gold,2,14,4,2,2,3,Terrace,10,Kuala Lumpur,1,9597,625079,19632,Accept,9
7,Self-Employed,412968,17,Yes,Platinum,2,13,4,2,1,2,Terrace,10,Kuala Lumpur,1,7814,1124905,11011,Accept,7
7,Self-Employed,482393,18,No,Platinum,2,14,4,2,1,2,Terrace,10,Kuala Lumpur,2,7882,616728,9610,Accept,9
7,Self-Employed,578843,19,Yes,Normal,2,14,4,2,1,2,Terrace,10,Kuala Lumpur,1,12406,498726,9610,Accept,6
7,Self-Employed,450954,11,No,Gold,2,14,4,2,1,2,Terrace,10,Kuala Lumpur,1,7897,628840,11626,Accept,9
7,Self-Employed,317519,16,Yes,Normal,2,14,4,2,2,1,Terrace,10,Kuala Lumpur,1,5687,1332933,18877,Accept,8
7,Self-Employed,746081,21,No,Normal,2,14,4,2,1,1,Terrace,10,Kuala Lumpur,2,8372,1076163,19153,Accept,7
7,Self-Employed,726685,14,Yes,Normal,2,14,4,2,1,3,Terrace,10,Kuala Lumpur,2,8444,1254275,11183,Reject,9
7,Self-Employed,303777,20,No,Normal,2,14,4,2,2,1,Terrace,10,Kuala Lumpur,1,8523,573102,8595,Accept,6
7,Self-Employed,283949,20,Yes,Platinum,2,10,4,2,1,2,Terrace,10,Kuala Lumpur,3,9979,448974,13850,Accept,9
7,Self-Employed,782814,17,No,Gold,2,9,4,3,1,2,Terrace,10,Kuala Lumpur,3,8828,1149641,13245,Accept,9
7,Self-Employed,206479,13,Yes,Normal,2,14,3,2,2,1,Terrace,10,Kuala Lumpur,3,10813,973582,12611,Accept,8
7,Self-Employed,329900,20,No,Normal,2,14,4,2,1,3,Terrace,10,Kuala Lumpur,3,11350,736266,11876,Accept,9
7,Self-Employed,429802,22,Yes,Normal,2,14,3,2,1,1,Not Specified,10,Kuala Lumpur,2,4119,594787,9991,Accept,9
7,Self-Employed,419428,17,No,Normal,2,12,4,2,1,1,Terrace,10,Kuala Lumpur,3,11398,1210426,13245,Accept,9
7,Self-Employed,565520,20,Yes,Normal,2,14,4,2,2,2,Terrace,10,Kuala Lumpur,3,10213,719852,15374,Accept,6
7,Self-Employed,107941,20,No,Normal,2,14,3,2,1,2,Terrace,10,Kuala Lumpur,3,8088,1253003,11117,Reject,8
7,Self-Employed,440715,22,Yes,Not Specified,2,14,4,2,1,2,Flat,10,Kuala Lumpur,1,9650,1220398,10009,Reject,7
7,Self-Employed,797906,13,No,Normal,2,14,4,2,2,3,Not Specified,10,Kuala Lumpur,1,11346,574096,14078,Accept,6
7,Self-Employed,339545,24,Yes,Normal,2,14,4,2,1,1,Flat,10,Kuala Lumpur,2,5178,719507,7658,Accept,7
7,Self-Employed,236615,16,No,Gold,2,14,4,2,1,1,Flat,10,Kuala Lumpur,2,6088,1323105,12902,Reject,8
7,Self-Employed,409028,23,Yes,Normal,2,14,4,2,1,2,Flat,10,Kuala Lumpur,1,10037,596241,10697,Accept,7
7,Self-Employed,219666,15,No,Normal,2,14,4,2,1,1,Flat,10,Kuala Lumpur,2,8499,889747,15894,Reject,9
7,Self-Employed,361906,14,Yes,Normal,2,14,4,2,1,2,Not Specified,10,Kuala Lumpur,2,10955,1100630,15200,Reject,8
7,Self-Employed,724905,16,No,Normal,2,14,4,2,1,3,Flat,10,Kuala Lumpur,3,8614,503495,9244,Accept,9
7,Self-Employed,148617,10,Yes,Normal,2,14,4,2,1,2,Flat,10,Kuala Lumpur,1,7757,1303122,10864,Reject,8
7,Self-Employed,482393,23,No,Normal,2,14,4,2,1,3,Flat,10,Kuala Lumpur,2,5530,769738,14024,Accept,9
7,Self-Employed,391249,21,Yes,Normal,2,15,4,2,2,2,Flat,10,Kuala Lumpur,1,11197,1378095,17787,Accept,9
7,Self-Employed,243198,15,No,Gold,2,15,4,2,2,1,Flat,10,Kuala Lumpur,3,12511,752039,13175,Accept,8
7,Self-Employed,267181,16,Yes,Normal,2,14,4,2,1,3,Flat,10,Kuala Lumpur,1,5317,1074879,19828,Accept,6
7,Self-Employed,789271,11,No,Normal,2,14,4,2,1,1,Flat,10,Kuala Lumpur,3,7894,1247195,13881,Reject,7
7,Self-Employed,132237,24,Yes,Normal,2,15,4,2,1,2,Flat,10,Kuala Lumpur,3,8067,1446511,17311,Accept,7
7,Self-Employed,383883,18,No,Platinum,2,14,4,2,1,3,Flat,10,Kuala Lumpur,1,9394,1395738,10058,Accept,8
7,Self-Employed,509499,17,Yes,Normal,2,14,4,2,1,3,Flat,10,Kuala Lumpur,2,11789,495552,16926,Accept,7
7,Self-Employed,374244,21,No,Normal,2,13,3,2,1,2,Flat,10,Kuala Lumpur,1,10962,1335439,17637,Accept,7
7,Self-Employed,442042,19,Yes,Normal,2,13,4,2,1,3,Flat,10,Kuala Lumpur,3,10084,985219,8699,Accept,9
7,Self-Employed,416712,11,No,Normal,2,14,4,2,1,2,Flat,10,Kuala Lumpur,2,5834,495162,17209,Accept,8
1,Fresh Graduate,781886,17,Yes,Platinum,3,15,2,2,5,2,Flat,10,Kuala Lumpur,2,10622,819036,9668,Accept,7
1,Fresh Graduate,298865,24,No,Normal,3,15,2,2,2,3,Flat,10,Kuala Lumpur,1,12177,545819,18898,Accept,8
1,Fresh Graduate,396082,11,Yes,Gold,3,15,2,2,2,1,Flat,10,Kuala Lumpur,1,7692,1317226,9631,Accept,6
1,Fresh Graduate,312722,24,No,Normal,3,15,2,2,2,3,Flat,10,Kuala Lumpur,1,6841,842748,17354,Accept,9
1,Fresh Graduate,630964,20,Yes,Gold,3,15,2,2,5,3,Not Specified,10,Kuala Lumpur,1,4959,1393568,13615,Reject,6
1,Fresh Graduate,744887,19,No,Normal,3,15,3,2,2,2,Flat,10,Kuala Lumpur,1,10188,1122683,19654,Accept,9
1,Fresh Graduate,446698,10,Yes,Normal,3,15,2,2,5,2,Flat,10,Kuala Lumpur,2,4671,1333396,13756,Reject,6
1,Fresh Graduate,346215,17,No,Gold,3,15,2,2,3,2,Flat,10,Kuala Lumpur,2,9954,819036,12700,Accept,9
1,Fresh Graduate,324027,13,Yes,Normal,3,15,2,2,5,3,Flat,10,Kuala Lumpur,3,5854,1018059,13623,Accept,7
1,Fresh Graduate,579646,10,No,Platinum,3,15,2,2,5,2,Flat,10,Kuala Lumpur,3,6550,949748,12968,Accept,6
1,Fresh Graduate,524111,13,Yes,Not Specified,3,15,2,2,5,3,Flat,10,Kuala Lumpur,1,4092,1049986,16407,Accept,9
1,Fresh Graduate,366781,17,No,Normal,3,15,2,2,5,2,Flat,10,Kuala Lumpur,2,4564,930359,16699,Reject,6
1,Fresh Graduate,159574,21,Yes,Normal,3,15,2,2,5,1,Flat,10,Kuala Lumpur,3,6645,1277301,14310,Accept,6
1,Fresh Graduate,132136,23,No,Normal,3,15,2,2,5,3,Flat,10,Kuala Lumpur,3,7407,639978,17177,Accept,9
1,Fresh Graduate,416475,19,Yes,Normal,3,12,2,2,5,2,Not Specified,10,Kuala Lumpur,1,3589,1383335,19873,Reject,6
1,Fresh Graduate,147584,12,No,Gold,3,15,2,2,5,1,Flat,10,Kuala Lumpur,1,5982,467553,11527,Accept,9
1,Fresh Graduate,617867,23,Yes,Platinum,3,15,4,2,5,2,Not Specified,10,Kuala Lumpur,1,7604,1001321,19217,Reject,9
1,Fresh Graduate,581578,20,No,Normal,3,14,4,2,5,2,Not Specified,10,Kuala Lumpur,3,7123,737426,15265,Reject,7
1,Fresh Graduate,663937,14,Yes,Normal,3,15,2,2,2,2,Flat,10,Kuala Lumpur,1,7318,1009510,15038,Reject,7
1,Fresh Graduate,273265,16,No,Gold,3,5,2,2,1,1,Flat,10,Kuala Lumpur,2,4341,1027479,16280,Accept,8
1,Fresh Graduate,396124,16,Yes,Gold,3,15,3,2,5,1,Bungalow,10,Kuala Lumpur,1,8135,1000545,13785,Accept,7
1,Fresh Graduate,380699,24,No,Gold,3,15,2,2,5,2,Bungalow,10,Kuala Lumpur,2,6289,1373046,19005,Reject,8
1,Fresh Graduate,566188,13,Yes,Normal,3,15,2,2,5,2,Bungalow,10,Kuala Lumpur,3,5220,790385,8895,Accept,6
1,Fresh Graduate,515452,20,No,Gold,3,15,2,2,5,3,Bungalow,10,Kuala Lumpur,3,9154,851056,16780,Accept,6
1,Fresh Graduate,459098,15,Yes,Normal,3,15,2,2,5,2,Bungalow,10,Kuala Lumpur,1,8686,1007155,13798,Reject,9
1,Fresh Graduate,232527,17,No,Normal,3,15,2,2,5,3,Bungalow,10,Kuala Lumpur,1,3994,1304657,17103,Reject,8
1,Fresh Graduate,265823,16,Yes,Normal,3,15,2,2,5,2,Bungalow,10,Kuala Lumpur,1,10176,843435,17440,Reject,9
1,Fresh Graduate,315057,12,No,Normal,3,15,2,2,3,1,Bungalow,10,Kuala Lumpur,1,6046,840020,12138,Accept,9
1,Fresh Graduate,127738,24,Yes,Gold,3,15,4,2,5,2,Bungalow,10,Kuala Lumpur,2,3757,1016435,9274,Reject,9
1,Fresh Graduate,294780,12,No,Normal,3,15,2,2,5,3,Bungalow,10,Kuala Lumpur,1,10258,1051610,17381,Accept,7
1,Fresh Graduate,527883,21,Yes,Normal,3,9,2,2,1,1,Bungalow,10,Kuala Lumpur,1,3844,1129053,12950,Accept,6
1,Fresh Graduate,467854,21,No,Normal,3,15,2,2,5,2,Bungalow,10,Kuala Lumpur,3,9202,1381839,17432,Accept,8
1,Fresh Graduate,555464,19,Yes,Not Specified,3,15,2,2,5,3,Bungalow,10,Kuala Lumpur,1,8203,765290,12761,Accept,7
1,Fresh Graduate,250466,13,No,Gold,3,15,2,2,2,3,Bungalow,10,Kuala Lumpur,1,4489,894086,13252,Accept,6
1,Fresh Graduate,345201,21,Yes,Normal,3,15,2,2,5,2,Not Specified,10,Kuala Lumpur,2,7730,1261854,14754,Accept,6
